"candidate_id","location_city","city_dev_score","sex","prior_experience","university_enrollment","academic_qualification","field_of_study","work_experience_years","employer_size","employer_type","time_since_last_job_change","hours_of_training","target"
21750,"city_100",0.887,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","50-99","Pvt Ltd","1",68,"0"
15735,"city_103",0.92,"Female","No relevent experience","no_enrollment","Masters","STEM","11","1000-4999","Public Sector",">4",50,"0"
4290,"city_57",0.866,"Male","No relevent experience","Part time course","Masters","STEM",">20","100-500","Public Sector",">4",18,"0"
21631,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","14","50-99","Public Sector","2",7,"0"
8450,"city_21",0.624,"Male","No relevent experience","no_enrollment","Primary School","","<1","","","never",23,"1"
2085,"city_71",0.884,"Male","Has relevent experience","no_enrollment","Masters","STEM","16","50-99","Funded Startup","2",98,"0"
19869,"city_67",0.855,"Male","Has relevent experience","no_enrollment","Masters","STEM","16","10000+","Pvt Ltd","4",63,"0"
8533,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","15","100-500","Pvt Ltd",">4",23,"0"
29056,"city_115",0.789,"Male","Has relevent experience","Full time course","Graduate","STEM","10","<10","Early Stage Startup","1",77,"1"
5462,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","Business Degree","15","","",">4",76,"0"
19693,"city_67",0.855,"","Has relevent experience","Full time course","Phd","STEM","10","1000-4999","Public Sector","3",141,"0"
5929,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM","10","50-99","Pvt Ltd","4",56,"0"
2722,"city_149",0.689,"","Has relevent experience","","High School","","3","","","never",99,"1"
26191,"city_65",0.802,"","Has relevent experience","no_enrollment","Graduate","STEM","9","50-99","Pvt Ltd","1",48,"0"
8003,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","8","","",">4",92,"1"
28330,"city_16",0.91,"Female","No relevent experience","Full time course","Graduate","STEM","5","","","never",68,"0"
23074,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","Business Degree",">20","1000-4999","Pvt Ltd","4",256,"0"
31923,"city_21",0.624,"","Has relevent experience","Full time course","Graduate","STEM","2","50-99","Early Stage Startup","1",62,"1"
14371,"city_74",0.579,"Male","Has relevent experience","no_enrollment","Graduate","STEM","14","100-500","Early Stage Startup","1",19,"1"
32637,"city_21",0.624,"Male","No relevent experience","Full time course","Graduate","STEM","2","","","never",98,"1"
4603,"city_21",0.624,"Male","No relevent experience","Full time course","High School","","1","","","never",112,"1"
6478,"city_21",0.624,"Male","No relevent experience","no_enrollment","Masters","STEM","16","500-999","Pvt Ltd","1",105,"0"
30435,"city_114",0.926,"Male","No relevent experience","Part time course","Primary School","","6","","","1",228,"0"
18240,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","50-99","Pvt Ltd","1",130,"0"
4264,"city_103",0.92,"Male","No relevent experience","no_enrollment","Phd","STEM",">20","","",">4",24,"0"
7864,"city_114",0.926,"Male","Has relevent experience","Part time course","Graduate","Business Degree","11","100-500","Pvt Ltd",">4",44,"0"
18955,"city_136",0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM","12","<10","Early Stage Startup","1",94,"0"
4935,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","","","2",144,"1"
28800,"city_150",0.698,"","No relevent experience","no_enrollment","Graduate","STEM","14","1000-4999","Public Sector","1",80,"0"
3426,"city_136",0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM","11","1000-4999","Pvt Ltd",">4",12,"0"
22550,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","5","1000-4999","Pvt Ltd","3",44,"1"
2191,"city_136",0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM","10","Oct-49","Early Stage Startup","1",53,"0"
981,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","12","10000+","Pvt Ltd","2",54,"0"
20495,"city_21",0.624,"Male","No relevent experience","no_enrollment","High School","","1","","","never",138,"1"
11328,"city_128",0.527,"Male","No relevent experience","Part time course","High School","","1","","","never",78,"1"
23380,"city_90",0.698,"","No relevent experience","no_enrollment","Masters","STEM","8","50-99","","4",4,"0"
20379,"city_21",0.624,"","Has relevent experience","Part time course","Graduate","STEM","3","Oct-49","Pvt Ltd","3",39,"0"
22449,"city_165",0.903,"Male","Has relevent experience","no_enrollment","Masters","STEM","6","50-99","","never",15,"0"
1030,"city_28",0.939,"Male","Has relevent experience","no_enrollment","Phd","STEM",">20","10000+","Pvt Ltd",">4",164,"0"
20599,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","8","1000-4999","Pvt Ltd","2",45,"0"
9249,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","Oct-49","Pvt Ltd","2",90,"0"
23703,"city_90",0.698,"Male","No relevent experience","Full time course","Graduate","STEM","6","","","1",31,"0"
13755,"city_73",0.754,"","Has relevent experience","no_enrollment","Graduate","Other","3","","","1",43,"1"
19566,"city_139",0.487,"Male","No relevent experience","no_enrollment","Graduate","STEM","2","","","1",96,"1"
1867,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","2","<10","Pvt Ltd","1",50,"1"
22017,"city_21",0.624,"","No relevent experience","Full time course","High School","","3","","","never",72,"1"
1787,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","4","100-500","Pvt Ltd","2",17,"0"
30945,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","1000-4999","Pvt Ltd","1",28,"1"
2735,"city_100",0.887,"","Has relevent experience","no_enrollment","Graduate","STEM","1","<10","Funded Startup","1",154,"0"
11847,"city_45",0.89,"Male","Has relevent experience","no_enrollment","Masters","STEM","12","50-99","Pvt Ltd","1",116,"0"
24142,"city_7",0.647,"Male","Has relevent experience","no_enrollment","High School","","5","","","2",38,"0"
9289,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","8","Oct-49","Pvt Ltd","never",60,"1"
6156,"city_71",0.884,"Male","No relevent experience","Full time course","High School","","7","","","never",110,"0"
17038,"city_160",0.92,"Female","Has relevent experience","no_enrollment","Masters","STEM","20","5000-9999","Pvt Ltd","1",25,"0"
16973,"city_160",0.92,"Male","Has relevent experience","no_enrollment","High School","",">20","100-500","Pvt Ltd","2",18,"0"
26959,"city_67",0.855,"Male","Has relevent experience","no_enrollment","Graduate","STEM","12","10000+","Pvt Ltd","2",266,"0"
7004,"city_71",0.884,"Male","Has relevent experience","no_enrollment","Masters","Humanities","2","<10","Pvt Ltd","1",316,"0"
20457,"city_115",0.789,"Male","No relevent experience","no_enrollment","High School","","2","","","never",98,"0"
7110,"city_67",0.855,"Male","Has relevent experience","no_enrollment","Masters","STEM","12","100-500","Pvt Ltd","2",10,"0"
19169,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","12","Oct-49","Pvt Ltd",">4",142,"1"
3023,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","3","1000-4999","Pvt Ltd","2",145,"0"
20201,"city_128",0.527,"","No relevent experience","Full time course","High School","","1","","","never",80,"0"
16227,"city_46",0.762,"Other","No relevent experience","","","","8","","","never",234,"0"
24045,"city_11",0.55,"Male","Has relevent experience","no_enrollment","Graduate","STEM","3","100-500","NGO","1",136,"1"
7441,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","5000-9999","Pvt Ltd","4",51,"0"
23010,"city_149",0.689,"","No relevent experience","no_enrollment","High School","","8","1000-4999","Pvt Ltd","1",102,"0"
4890,"city_78",0.579,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","50-99","Pvt Ltd","never",31,"0"
696,"city_142",0.727,"","Has relevent experience","no_enrollment","Graduate","STEM","6","","Pvt Ltd","1",23,"0"
20763,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","8","5000-9999","Pvt Ltd",">4",24,"0"
2820,"city_67",0.855,"Male","Has relevent experience","no_enrollment","Masters","STEM","9","","","1",113,"0"
7422,"city_128",0.527,"Male","Has relevent experience","no_enrollment","Graduate","STEM","8","100-500","Pvt Ltd","2",58,"1"
29791,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Masters","STEM",">20","<10","Pvt Ltd",">4",60,"0"
22105,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","","","3",7,"0"
23027,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","Other","5","50-99","Pvt Ltd","1",29,"0"
22491,"city_115",0.789,"","No relevent experience","Full time course","Graduate","STEM","2","","","1",23,"1"
23932,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM","12","1000-4999","Pvt Ltd","2",100,"0"
19657,"city_136",0.897,"Male","No relevent experience","Full time course","Masters","STEM","6","1000-4999","Public Sector","never",83,"0"
18122,"city_28",0.939,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","10000+","Pvt Ltd",">4",9,"0"
4800,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","17","500-999","Pvt Ltd","never",4,"1"
24299,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","3","50-99","Pvt Ltd","1",52,"0"
29923,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM","13","","","1",109,"1"
7085,"city_160",0.92,"","Has relevent experience","no_enrollment","Graduate","STEM","3","10000+","Pvt Ltd","1",109,"1"
24212,"city_145",0.555,"","Has relevent experience","no_enrollment","Graduate","STEM","6","50-99","Pvt Ltd",">4",55,"1"
9470,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","2","50-99","Pvt Ltd","1",24,"0"
17240,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","500-999","Pvt Ltd","1",36,"0"
18265,"city_103",0.92,"Male","Has relevent experience","Part time course","Graduate","STEM",">20","","",">4",89,"1"
9053,"city_180",0.698,"","No relevent experience","Full time course","Graduate","STEM","1","","","1",77,"0"
13086,"city_160",0.92,"Male","Has relevent experience","Part time course","Graduate","STEM","4","100-500","Pvt Ltd","1",90,"0"
3950,"city_71",0.884,"Male","No relevent experience","Full time course","Graduate","STEM","6","","Pvt Ltd","never",128,"0"
15694,"city_114",0.926,"","Has relevent experience","no_enrollment","Masters","STEM",">20","1000-4999","Pvt Ltd","1",16,"1"
28835,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","3","10000+","Pvt Ltd","1",44,"1"
26131,"city_103",0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM","4","","","1",34,"0"
30530,"city_21",0.624,"","No relevent experience","Full time course","Graduate","STEM","<1","","","1",36,"1"
9722,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","15","","","2",55,"1"
19796,"city_157",0.769,"Male","Has relevent experience","no_enrollment","Graduate","STEM","14","","","2",160,"0"
12380,"city_149",0.689,"Male","No relevent experience","Full time course","High School","","3","","","never",45,"0"
13777,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","12","50-99","Pvt Ltd","1",22,"0"
2499,"city_57",0.866,"Male","Has relevent experience","Part time course","Masters","STEM","11","1000-4999","Pvt Ltd","1",214,"0"
16267,"city_160",0.92,"","No relevent experience","no_enrollment","High School","","3","","","never",4,"0"
6071,"city_36",0.893,"Male","Has relevent experience","no_enrollment","Graduate","Humanities","3","Oct-49","Pvt Ltd","1",258,"0"
23990,"city_103",0.92,"Male","No relevent experience","Full time course","Graduate","STEM","4","","Public Sector","1",22,"0"
20410,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Phd","STEM",">20","100-500","Pvt Ltd","2",33,"0"
5651,"city_104",0.924,"Male","Has relevent experience","no_enrollment","Graduate","Business Degree","17","5000-9999","Pvt Ltd",">4",41,"0"
22570,"city_21",0.624,"","Has relevent experience","Full time course","Graduate","STEM","4","500-999","Pvt Ltd","",46,"1"
26228,"city_107",0.518,"","No relevent experience","Full time course","Phd","Other",">20","10000+","Pvt Ltd",">4",56,"0"
28128,"city_45",0.89,"Male","No relevent experience","Full time course","Masters","STEM","5","","","1",49,"0"
3612,"city_104",0.924,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","1000-4999","Pvt Ltd","1",11,"0"
4622,"city_100",0.887,"Male","Has relevent experience","no_enrollment","Masters","STEM","19","500-999","","never",16,"0"
19792,"city_100",0.887,"","Has relevent experience","no_enrollment","Masters","STEM","5","<10","Early Stage Startup","1",107,"0"
24066,"city_21",0.624,"","Has relevent experience","no_enrollment","Masters","STEM","9","<10","Pvt Ltd","3",258,"1"
14166,"city_73",0.754,"Male","Has relevent experience","no_enrollment","Graduate","STEM","16","","","1",30,"0"
32041,"city_103",0.92,"Male","No relevent experience","Full time course","Graduate","STEM","7","","","never",32,"1"
2339,"city_16",0.91,"Male","Has relevent experience","no_enrollment","High School","","17","","","1",43,"0"
8772,"city_13",0.827,"Male","Has relevent experience","no_enrollment","High School","",">20","","","4",44,"0"
18302,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Other","5","100-500","Pvt Ltd","1",13,"0"
4183,"city_103",0.92,"Male","No relevent experience","no_enrollment","Phd","STEM","10","10000+","Pvt Ltd","1",55,"0"
13751,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Humanities","14","<10","Pvt Ltd",">4",23,"0"
20594,"city_90",0.698,"Male","Has relevent experience","no_enrollment","Masters","STEM","9","","","1",70,"0"
31645,"city_21",0.624,"","Has relevent experience","no_enrollment","Masters","STEM","8","Oct-49","Funded Startup","1",61,"0"
32157,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","18","","","never",116,"1"
22980,"city_103",0.92,"Male","No relevent experience","no_enrollment","High School","","7","","","1",56,"1"
4085,"city_41",0.827,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","1000-4999","Pvt Ltd",">4",9,"0"
10539,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","Humanities","15","Oct-49","Pvt Ltd","1",103,"0"
30602,"city_103",0.92,"","Has relevent experience","no_enrollment","Graduate","STEM",">20","<10","Pvt Ltd","never",20,"0"
10710,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Masters","Humanities","17","<10","Pvt Ltd","1",113,"0"
708,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","No Major","13","Oct-49","Funded Startup","3",76,"0"
28250,"city_103",0.92,"Male","Has relevent experience","no_enrollment","High School","","6","10000+","Pvt Ltd","1",4,"0"
29644,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","4","500-999","","1",44,"0"
338,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM","8","","","2",45,"1"
12560,"city_21",0.624,"","Has relevent experience","no_enrollment","Graduate","STEM","4","100-500","Pvt Ltd","1",32,"1"
26363,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","","",">4",35,"1"
23180,"city_103",0.92,"","Has relevent experience","no_enrollment","Graduate","STEM","12","10000+","Pvt Ltd","3",224,"0"
20597,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","Oct-49","Pvt Ltd",">4",67,"0"
